"Location","Freq","lng","lat","radius"
"Metropolitan Ave",18238,-73.9386858,40.7145903,135.04813956512
"EB FLATLANDS AVE @ E",17881,-73.8896291,40.6513826,133.719856416315
"10th Ave",17802,-73.9188694,40.8644347,133.424135747623
"Austin St",17783,-73.8281914,40.7080116,133.352915228727
"W 58th St",17744,-73.9736008,40.7637196,133.206606442774
"Manhattan Ave",17582,-73.9573209,40.8043633,132.597134207342
"W 48th St",17480,-73.9794547,40.757852,132.211951048307
"W 38th St",17437,-73.988787,40.753517,132.049233242757
"W 33rd St",16643,-73.9991284,40.5726989,129.007751705082
"E 13th St",16618,-73.9884737,40.7329383,128.910821888622
"W 45th St",16594,-73.988494,40.7592052,128.817700647077
"30th Ave",16382,-73.9215824,40.7666967,127.992187261567
"E 14th St",16280,-73.9900281,40.7345017,127.593103261893
"Hillside Ave",16239,-73.7948017,40.7099913,127.432334986062
"Kings Hwy",16132,-73.9212985,40.6565574,127.011810474459
"Avenue U",15971,-73.9298072,40.6051124,126.376421851546
"Grand St",15651,-73.9937839,40.7181616,125.103956771958
"31st St",15629,-73.9297973,40.7565241,125.015998976131
"41st Ave",15466,-73.896874,40.744461,124.362373730964
"W 46th St",15396,-73.9812777,40.7569769,124.080618953969
"W 14th St",15249,-73.9960774,40.7370431,123.486841404257
"E 54th St",15238,-73.926326,40.65035,123.442294210696
"QUEENS BLVD (W/B) @",15146,-73.8201378,40.7096016,123.069086288962
"Riverside Dr",15131,-73.9282478,40.8656646,123.008129812627
"Webster Ave",15130,-73.9008243,40.8478532,123.00406497348
"W 37th St",15083,-74.0025693,40.5733798,122.812865775537
"W 47th St",14939,-73.9847647,40.7592666,122.225201983879
"E 12th St",14885,-73.9882889,40.7320224,122.00409829182
"E 86th St",14758,-73.960234,40.781469,121.482509029078
"39th Ave",14575,-73.9329357,40.7526866,120.726964676496
"Pearl St",14551,-73.6415321,43.3123228,120.62752588029
"18th Ave",14433,-73.9769395,40.6296217,120.137421314093
"Greenwich St",14401,-74.012934,40.7094844,120.004166594331
"W 23rd St",14401,-73.9900799,40.5760557,120.004166594331
"4th Ave",14282,-73.9885174,40.7371225,119.507321951419
"W 56th St",14229,-73.9833766,40.7660319,119.285372112426
"Livingston St",14026,-73.650311,42.783233,118.431414751323
"W 44th St",13984,-73.9888431,40.758532,118.253963992756
"EB BEACH CHANNEL DR",13835,-73.8748412,40.5697466,117.622276801633
"W 72nd St",13750,-73.9759585,40.7762171,117.260393995586
"Ocean Pky",13705,-73.9738491,40.6506405,117.068356100186
"W 40th St",13654,-74.0019727,40.7606802,116.850331621267
"Bedford Ave",13630,-73.9577249,40.7178272,116.74759098157
"New Utrecht Ave",13151,-73.994273,40.642711,114.677809536109
"E 58th St",13127,-73.9212911,40.6389025,114.573120757008
"Washington St",13030,-79.0532195,43.1235358,114.149025401008
"E 23rd St",12973,-73.9439695,40.5838183,113.899078134988
"38th St",12838,-73.927441,40.7421227,113.304898393671
"E 59th St",12772,-73.9624293,40.7598198,113.013273556693
"89th Ave",12720,-73.7587824,40.7193858,112.782977438973
"W 26th St",12392,-73.9883097,40.7434999,111.319360400606
"W 41st St",12345,-73.9945376,40.7584117,111.108055513541
"Kissena Blvd",12311,-73.8151332,40.7399594,110.954945811352
"NB CASTLE HILL AVE @",12253,-73.8506042,40.8300547,110.693269894786
"E 18th St",12242,-73.9886291,40.7371699,110.64357188739
"82nd St",12235,-73.8877136,40.7665995,110.611934256661
"Ft Washington Ave",12002,-73.9389728,40.849252,109.553639829994
"Mott St",11976,-73.9964811,40.7190494,109.434912162436
"E 41st St",11939,-73.933522,40.623183,109.265731132867
"Church St",11886,-76.1181071,43.1350587,109.022933367251
"11th Ave",11837,-74.0085024,40.7443704,108.797977922386
"W 125th St",11806,-73.9437782,40.8070562,108.655418640765
"NB MCGUINNESS BLVD @",11735,-73.952226,40.7333807,108.328205006822
"W 36th St",11621,-74.0014288,40.5731491,107.800742112473
"E 45th St",11615,-73.935416,40.653505,107.772909397492
"41st St",11586,-73.9162896,40.7609429,107.638283152417
"W 49th St",11537,-73.9790527,40.7584986,107.410427799167
"Henry St",11477,-73.5781735,40.6538081,107.130761221976
"W 27th St",11416,-73.9933895,40.5764243,106.845683113545
"Orchard St",11200,-73.441274,40.714787,105.830052442584
"Eastern Pky",11108,-73.9387715,40.6692306,105.394497010043
"Morris Ave",11071,-73.911438,40.8377844,105.218819609422
"W 28th St",11058,-73.9939096,40.5734658,105.157025442906
"Bell Blvd",11052,-73.7638406,40.7521662,105.128492807611
"W Broadway",10984,-73.9389158,41.0923274,104.804580052591
"Park Ave South",10962,-73.9885174,40.7371225,104.699570199691
"E 10th St",10906,-73.9902382,40.731233,104.431795924421
"Front St",10803,-74.0036122,40.7067802,103.937481208657
"E 56th St",10761,-73.925152,40.6570876,103.735239913927
"Hudson St",10666,-74.0090579,40.7172851,103.276328362312
"W 55th St",10647,-73.9838267,40.7654145,103.184301131519
"Walton Ave",10609,-73.927298,40.8215451,103
"EB ROCKAWAY BLVD @ 1",10544,-73.7672496,40.6561869,102.683981223947
"Montague St",10432,-73.994301,40.6948001,102.13716267843
"E 49th St",10384,-73.929362,40.632788,101.901913622856
"E 17th St",10322,-73.9888773,40.7364983,101.59724405711
"Junction Blvd",10316,-73.8694786,40.7491675,101.567711404757
"Clinton St",10236,-73.7901398,43.0980513,101.173118959534
"Warren St",10226,-73.760562,42.6436882,101.123686641657
"Dekalb Ave",10210,-73.9817598,40.6906042,101.044544632553
"McDonald Ave",9972,-73.9798789,40.6451091,99.8599018625594
"Avenue A",9931,-73.9574947,40.7617403,99.6544028129214
"E 32nd St",9920,-73.939683,40.612782,99.5991967839099
"Madison St",9882,-73.90027,40.706357,99.4082491546854
"14th Ave",9847,-73.8318475,40.7861405,99.2320512737694
"W 24th St",9803,-73.9911324,40.5759409,99.0101004948485
"164th St",9728,-73.8042699,40.7437756,98.6306240475036
"EB E GUN HILL RD @ B",9698,-73.840644,40.867554,98.4784240328814
"E 61st St",9691,-73.916486,40.616553,98.4428768372806
"Water St",9689,-74.185461,42.94842,98.4327181378224
"Lafayette St",9678,-73.9947115,40.7258521,98.3768265395871
"Grand Ave",9660,-73.8837649,40.7336092,98.2852990024449
"E 15th St",9655,-73.9913027,40.735918,98.2598595561789
"E 16th St",9635,-73.9878179,40.7352924,98.1580358401695
"Southern Blvd",9609,-73.7770254,42.6247994,98.0255068846879
"W 52nd St",9535,-73.9764169,40.7598407,97.6473245921259
"W 57th St",9509,-73.9757044,40.7636969,97.5141015443408
"FLATBUSH AVE (N/B) @",9486,-73.8882034,40.5788801,97.3960984844876
"E 9th St",9341,-73.994297,40.732165,96.6488489326179
"E 50th St",9249,-73.9769016,40.7584119,96.1717214153932
"33rd St",9227,-73.9887001,40.7485384,96.0572745813663
"162nd St",9201,-73.8048758,40.7538398,95.9218431849597
"Utica Ave",9184,-73.9308408,40.679347,95.8331884056875
"Ludlow St",9146,-73.9877912,40.7211866,95.6347217280419
"E 4th St",9119,-73.969094,40.604551,95.4934552731233
"74th St",9094,-73.8872428,40.7291609,95.3624664110571
"College Point Blvd",9020,-73.83714,40.7435166,94.9736805646701
"W 25th St",8971,-73.9916599,40.5729955,94.715363062177
"37th St",8932,-73.926474,40.7520713,94.5092588056853
"E 26th St",8897,-73.9426626,40.5841214,94.3239100122551
"E 19th St",8890,-73.9621358,40.6496994,94.2867965305853
"Union St",8846,-73.9831945,40.677186,94.05317644822
"Washington Ave",8814,-73.9610206,40.6636159,93.8829057922687
"EB NORTHERN BLVD @ 1",8797,-73.9107765,40.7530135,93.7923237797209
"E 21st St",8772,-73.960423,40.652556,93.6589557917448
"Bainbridge Ave",8762,-73.879455,40.874976,93.6055553906925
"44th St",8739,-73.920203,40.745116,93.4826187052973
"Broome St",8733,-73.987879,40.717409,93.4505216678858
"W 30th St",8733,-73.9959547,40.5728234,93.4505216678858
"43rd St",8726,-73.9215345,40.7432362,93.413061185254
"38th Ave",8717,-73.9357184,40.7557583,93.3648756224738
"Valentine Ave",8715,-73.9010121,40.8483693,93.3541643420367
"W 51st St",8705,-73.9828071,40.7617189,93.3005894943864
"EASTERN PKWY (W/B) @",8675,-73.9080245,40.6760766,93.1396800509858
"E 28th St",8674,-73.9508058,40.6444432,93.1343116150004
"35th Ave",8655,-73.9245059,40.7562613,93.032252471925
"E 30th St",8646,-73.9762848,40.7416698,92.9838695688666
"Sunnyside Lot",8645,-73.9354153,40.7398242,92.9784921366226
"E 149th St",8551,-73.9232143,40.8175055,92.4716172671377
"Bleecker St",8523,-74.0044748,40.7337978,92.3200953205747
"E 39th St",8513,-73.941327,40.654681,92.2659200355147
"W 16th St",8502,-73.9846296,40.5815396,92.2062904578641
"Allen St",8454,-73.868376,42.227477,91.9456361117807
"Morris Park Ave",8441,-73.872217,40.8416301,91.874914965947
"E 27th St",8395,-73.9414762,40.583718,91.6242326025162
"Cross Bay Blvd",8359,-73.8412311,40.6650104,91.427566958768
"HAMILTON AVE (N/B) @",8348,-73.820554,40.935509,91.3673902440034
"3RD AVE",8333,-73.9830681,40.7389372,91.2852671574116
"MADISON AVE",8327,-73.969627,40.7660335,91.2523972287852
"E 29th St",8322,-73.9428265,40.599991,91.2249965744039
"E 7th St",8311,-73.9746306,40.6504505,91.1646861454588
"Arthur Ave",8275,-73.887568,40.855556,90.9670269933013
"",8274,-74.0060152,40.7127281,90.9615303301346
"E Gun Hill Rd",8260,-73.840644,40.867554,90.8845421400141
"Bowery",8231,-73.996006,40.7163433,90.7248587764125
"Park Pl",8230,-73.9311330784453,41.78139135,90.7193474403338
"8TH AVE",8220,-73.9856481,40.7629156,90.6642156531451
"E 53rd St",8191,-73.924469,40.623743,90.5041435515524
"E 43rd St",8189,-73.9802731,40.754104,90.4930936591296
"E 71st St",8189,-73.967534,40.771776,90.4930936591296
"Bergen St",8168,-73.9102024,40.6739372,90.37698822156
"Pacific St",8151,-73.9083461,40.6753844,90.2828887442133
"31st Ave",8135,-73.9265628,40.7657764,90.194234849019
"NB REMSEN AVE @ BAY",8111,-73.9133737,40.6468941,90.0610903775876
"ASTORIA BLVD (W/B) @",8103,-73.8586464,40.7597542,90.0166651237425
"Prince St",8077,-73.9977898,40.7241951,89.8721313867653
"E 40th St",8075,-73.9373977,40.6322787,89.8610037780571
"E 91st St",8062,-73.8942816,40.6309228,89.7886407069402
"E 87th St",8029,-73.8972471,40.6290028,89.6046873773911
"Mulberry St",8021,-73.9972983,40.7193413,89.5600357302296
"Union Tpke",8010,-73.8072051,40.7204611,89.4986033410578
"W 13th St",7997,-73.997341,40.736668,89.4259470176302
"E 60th St",7986,-73.9712472,40.764344,89.3644224509956
"36th St",7958,-73.928282,40.7520898,89.2076229926569
"47th St",7945,-73.9153861,40.753907,89.1347294829574
"E 22nd St",7941,-73.954885,40.628336,89.1122887148568
"45th St",7925,-74.0096111,40.6492944,89.0224690738243
"46th St",7828,-73.9140858,40.7566484,88.4759854423787
"E 55th St",7820,-73.925392,40.650407,88.4307638777366
"W 50th St",7769,-73.9818069,40.7604917,88.1419309976812
"43rd Ave",7761,-73.9295048,40.7462043,88.0965379569481
"E 96th St",7716,-73.9008054,40.6425532,87.840765023991
"E 70th St",7705,-73.90893,40.620062,87.7781293945138
"34th Ave",7695,-73.9209677,40.7567327,87.7211491032807
"NB ROGERS AVE @ MONT",7688,-73.951306,40.639808,87.6812408671319
"85th St",7677,-73.863794,40.703334,87.6184911990614
"Dean St",7670,-73.8986871,42.8195912,87.5785361832453
"E 31st St",7626,-73.947498,40.6405641,87.3269717784832
"Smith St",7606,-73.5782861,40.65325,87.2123844416606
"West End Ave",7601,-73.9869457,40.7764553,87.1837140755084
"Lenox Ave",7576,-75.248305,43.105369,87.0402205879558
"E 52nd St",7553,-73.928827,40.655456,86.9079973305104
"Ocean Ave",7537,-73.440903,40.689736,86.8158971617526
"University Ave",7503,-77.5685972,43.1509437,86.6198591548151
"Emmons Ave",7492,-73.9483933,40.5835902,86.5563400335296
"BEACH CHANNEL DR (W/",7481,-73.8748412,40.5697466,86.4927742646748
"NORTHERN BLVD (W/B)",7479,-73.577641,40.827852,86.4812118323974
"71st Ave",7404,-73.8438498,40.7215986,86.0464990571958
"W 15th St",7377,-73.982754,40.5774579,85.8894638474359
"42nd St",7374,-73.9223767,40.7437646,85.871997764114
"9th St",7358,-73.9887362,40.6703423,85.7787852560294
"35th St",7333,-73.930688,40.737875,85.6329375882902
"Fresh Pond Rd",7302,-73.8959256,40.7062234,85.451740766353
"W 181st St",7296,-73.9338625,40.8493763,85.4166260162505
"WOODHAVEN BLVD (N/B)",7296,-73.8477924,40.6870427,85.4166260162505
"LEXINGTON AVE",7249,-73.9603164,40.7730129,85.1410594249332
"Lafayette Ave",7230,-73.8658951,40.8209913,85.0294066779253
"Ditmars Blvd",7226,-73.9196722,40.7824664,85.0058821494136
"E Broadway",7201,-73.9901665,40.7141222,84.8587060943071
"E 72nd St",7199,-73.9655484,40.7718323,84.8469209812589
"Avenue M",7188,-73.895765,40.635563,84.7820735769066
"83rd St",7160,-73.994265,40.604996,84.6167832052247
"E 33rd St",7071,-73.9368975,40.6113788,84.0892383126402
"Crosby St",7067,-73.9956638,40.7254397,84.0654506917081
"E 88th St",7059,-73.9161078,40.647061,84.0178552451799
"34th St",7049,-73.935633,40.7368524,83.9583229942095
"E 38th St",7009,-73.9298168,40.6106251,83.7197706638044
"W 31st St",7006,-73.9970329,40.5727886,83.7018518313663
"W 54th St",6978,-73.9815692,40.7636543,83.5344240418284
"E 57th St",6883,-73.9196684,40.615023,82.9638475481942
"23rd St",6879,-73.9893664,40.7414825,82.9397371589759
"E 62nd St",6847,-73.9604668,40.761437,82.7466011386571
"E 3rd St",6833,-73.972337,40.616654,82.6619622317303
"E 48th St",6825,-73.9307864,40.6372434,82.6135582092915
"29th St",6810,-73.9384212,40.7442251,82.522724143111
"Joralemon St",6785,-73.9908942,40.6925199,82.3711114408444
"E 92nd St",6752,-73.902347,40.639143,82.1705543366966
"30th St",6703,-73.9380097,40.7414579,81.8718510844845
"81st St",6699,-73.8890927,40.7709138,81.8474190185616
"Murray St",6684,-73.6517497,43.3047125,81.7557337438788
"5TH AVE",6679,-73.9342729,40.8174708,81.7251491280377
"3 AVE",6655,-74.144941,40.600409,81.5781833580523
"Canal St",6643,-74.0067677,40.7228854,81.504601097116
"Mercer St",6596,-73.995585,40.7282036,81.2157620169878
"E 73rd St",6593,-73.9601116,40.7704223,81.1972905951917
"St Marks Pl",6581,-73.979975,40.6818357,81.1233628494283
"E 8th St",6579,-73.968735,40.628211,81.1110350075746
"Vanderbilt Ave",6575,-73.977432,40.753717,81.0863737011343
"48th St",6571,-73.915406,40.750111,81.0617048920142
"Willoughby St",6548,-73.9827457,40.6920573,80.9197132965756
"W 22nd St",6509,-73.9895484,40.5790874,80.6783738061198
"E 188th St",6485,-73.8909939,40.8585973,80.529497701153
"PARK AVE",6481,-73.9805026,40.7484151,80.5046582503149
"150th St",6480,-73.808046,40.709357,80.4984471899924
"Greenpoint Ave",6479,-73.9402955,40.733293,80.4922356504029
"50th St",6469,-73.9838968,40.7616618,80.4300938703916
"Graham Ave",6453,-73.9443875,40.7145231,80.3305670339753
"108th St",6441,-73.847895,40.729619,80.2558409089332
"76th St",6432,-73.8733564,40.704558,80.1997506230537
"Remsen St",6430,-73.9946181,40.6941219,80.1872807869178
"101st Ave",6423,-73.8057357,40.6957219,80.1436210811566
"Sutphin Blvd",6416,-73.8100753,40.7055897,80.0999375780031
"NB SOUTHERN BLVD @ E",6415,-73.7770254,42.6247994,80.0936951326382
"NB FRANCIS LEWIS BLV",6412,-73.7956699,40.7729428,80.0749648766704
"Franklin Ave",6385,-73.9604998,40.6636524,79.9061950038919
"E 63rd St",6384,-73.910704,40.609221,79.8999374217527
"161st St",6361,-73.7800746,40.6762357,79.7558775263617
"49th St",6338,-73.9836073,40.7605031,79.6115569499806
"E 47th St",6317,-73.9737345,40.7546125,79.4795571200545
"W 29th St",6291,-73.99545,40.575808,79.3158243984137
"E 44th St",6270,-73.9784549,40.7541522,79.1833315793166
"23rd Ave",6269,-73.845193,40.778607,79.1770168672703
"E 85th St",6263,-73.9594219,40.780221,79.1391180137863
"St Johns Pl",6237,-73.9746382,40.6766587,78.9746794865291
"Linden Blvd",6221,-73.8623198,40.6694617,78.873316146844
"Broad St",6213,-76.128108,43.567131,78.8225855957542
"Liberty St",6185,-77.9364931,43.218139,78.644770964127
"E 11th St",6173,-73.993322,40.733304,78.5684415016615
"W 21st St",6171,-73.9873319,40.5730207,78.5557127139713
"80th St",6165,-73.8589845,40.6793809,78.5175139698144
"W 4th St",6163,-74.0006446,40.7315541,78.5047769247197
"78th St",6156,-73.8552261,40.6621024,78.4601809837321
"90th Ave",6136,-73.743685,40.725469,78.3326241102646
"Nassau St",6135,-74.008418,40.70953,78.3262408136635
"Sanford Ave",6112,-73.8307631,40.7557475,78.1792811427683
"160th St",6105,-73.8024569,40.7864871,78.1344994224702
"E 65th St",6100,-73.9687943,40.7673977,78.1024967590665
"E 116th St",6096,-73.9320997,40.7947554,78.0768851837725
"Parsons Blvd",6030,-73.8037847,40.7073827,77.6530746332687
"President St",6029,-73.9506525,40.6680739,77.6466354712167
"Adam Clayton Powell",6021,-73.9474161643606,40.8092175,77.5951029382654
"E 46th St",5986,-73.9330221,40.6399119,77.3692445355388
"E 84th St",5972,-73.9598864,40.7795911,77.2787163454466
"W 71st St",5952,-73.9875649,40.78022,77.1492060879436
"79th St",5907,-73.9802682,40.783793,76.8570100901668
"HOYT AVE (S/B) @ 31S",5906,-73.9174117,40.7702139,76.8505042273634
"12th Ave",5893,-73.9957466,40.7679988,76.765877836445
"Sterling Pl",5877,-73.930868,40.671474,76.6615940350838
"Pike St",5835,-76.502368,42.431796,76.3871716978708
"W 116th St",5825,-73.9528035,40.8033422,76.3216876123687
"Brighton Beach Ave",5804,-73.9548182,40.5773675,76.1839878189636
"32nd St",5800,-74.0021376,40.6565971,76.1577310586391
"E 69th St",5800,-73.905269,40.615633,76.1577310586391
"W 17th St",5766,-73.9845266,40.5753405,75.9341820262785
"16th Ave",5757,-73.993941,40.622935,75.8748970345265
"36th Ave",5748,-73.9298155,40.7565586,75.8155656840995
"William St",5747,-79.0350352,43.1489153,75.8089704454559
"St Marks Ave",5743,-73.9373917,40.6745355,75.7825837511496
"84th St",5693,-73.852851,40.677564,75.4519714785505
"E 66th St",5688,-73.9681128,40.7679241,75.4188305398592
"W 132nd St",5686,-73.9423303,40.8122349,75.4055700860354
"E 187th St",5678,-73.883628,40.853909,75.352504935138
"W 8th St",5640,-73.997987,40.732946,75.0999334220743
"7TH AVE",5608,-73.9820256,40.7630704,74.8865809073962
"E 95th St",5598,-73.918147,40.656766,74.8197834800396
"Avenue P",5594,-73.9884142,40.6071243,74.7930478052606
"E 80th St",5562,-73.9567991,40.7749613,74.5788173679363
"W 19th St",5561,-73.9858333,40.5765212,74.5721127500086
"Rivington St",5547,-73.9906322,40.7207678,74.4781847254617
"E 2nd St",5544,-73.9880826,40.7239896,74.4580418759451
"W 32nd St",5537,-73.9980238,40.5725012,74.4110206891425
"Spring St",5515,-74.0040023,40.7256722,74.2630459919333
"E 75th St",5508,-73.9640105,40.7737351,74.2159012611179
"Creston Ave",5466,-73.9070204,40.8503682,73.9324015570981
"Essex St",5457,-73.883031,40.681085,73.8715100698503
"20th Ave",5436,-73.9762613,40.6259884,73.7292343646671
"Bridge St",5435,-74.3119247,42.081486,73.7224524822662
"E 35th St",5433,-73.9423398,40.628347,73.7088868454815
"Pine St",5431,-76.122467,43.569295,73.6953187115708
"W 18th St",5394,-73.997862,40.741056,73.4438561079142
"Crescent St",5392,-73.9155654,40.7778585,73.4302390027433
"Schermerhorn St",5390,-73.9839778,40.6881702,73.4166193719106
"Prospect Pl",5389,-73.925161,40.672954,73.4098086089318
"Avenue J",5387,-73.9608191,40.6251006,73.39618518697
"E 79th St",5387,-73.9634698,40.776882,73.39618518697
"E 6th St",5380,-73.9638608,40.5869244,73.348483283569
"Avenue N",5376,-73.9741713,40.6150185,73.3212111192934
"61st St",5369,-73.904563,40.7226,73.2734604068895
"Jackson Ave",5324,-73.9470423,40.7452732,72.9657453878188
"Sherman Ave",5314,-79.0399537,43.1337043,72.8971878744304
"165th St",5309,-73.8003031,40.7128786,72.8628849277875
"148th St",5272,-73.8034503,40.6968321,72.6085394426854
"87th St",5256,-74.0287791,40.622118,72.4982758415674
"Decatur Ave",5256,-73.9344291,40.5798308,72.4982758415674
"E 167th St",5249,-73.9174338,40.8343229,72.4499827467198
"40th Rd",5213,-73.9360994,40.7517089,72.2011080247388
"E 77th St",5198,-73.9582529,40.7729692,72.0971566707037
"Merrick Blvd",5197,-73.7307297,40.6739238,72.0902212508742
"153rd St",5182,-73.8043289,40.7068597,71.9861097712607
"Richmond Ave",5180,-74.1692361,40.5803063,71.9722168617863
"E 98th St",5171,-73.9241763,40.6661113,71.9096655533872
"E 76th St",5153,-73.9587132,40.7723386,71.7843994193724
"51st St",5112,-73.9719085,40.7571079,71.4982517268779
"Castle Hill Ave",5091,-73.8524922,40.8378546,71.3512438574129
"77th St",5080,-74.0255506,40.6295562,71.2741187248218
"W 20th St",5049,-73.9868921,40.5764025,71.0563156939621
"Boston Rd",5031,-73.896754,40.833322,70.9295425052213
"163rd St",5024,-73.8006304,40.7778208,70.8801805866774
"8 AVE",5021,-73.9740795580111,40.5878783867403,70.8590149522275
"E 82nd St",4995,-73.9167843,40.6409589,70.6753139363385
"GRAND CONCOURSE (S/B",4982,-73.9002519,40.8569323,70.5832841400852
"Penn Plz",4981,-73.8205375,40.8931283,70.5761999543756
"103rd St",4978,-73.9614554,40.7961299,70.5549431294505
"90th St",4972,-74.032195,40.620688,70.5124102552168
"E Kingsbridge Rd",4968,-73.8938481,40.8656357,70.4840407468244
"E 78th St",4958,-73.9492791,40.7700109,70.4130669691358
"EB E HOUSTON ST. AVE",4920,-73.9812488,40.7206283,70.1427116670007
"E 83rd St",4906,-73.917952,40.64316,70.0428440313498
"Unionport Rd",4904,-73.868235,40.850913,70.0285656000464
"Williamsbridge Rd",4891,-73.8440591,40.8422531,69.9356847396235
"Elizabeth St",4886,-73.444232,40.734141,69.8999284692052
"RICHMOND AVE (N/B) @",4878,-74.1623112,40.6069237,69.8426803609369
"E 93rd St",4863,-73.896478,40.635106,69.7352134864446
"Franklin St",4843,-74.0069428,40.7191096,69.5916661677244
"Rockaway Blvd",4825,-73.8002765,40.6742698,69.462219947249
"Carroll St",4824,-79.0559111,43.1250706,69.4550214167413
"Prospect Ave",4823,-73.9927702,40.6655186,69.4478221400787
"Maiden Ln",4799,-73.710958,42.783195,69.274815048472
"MCDONALD AVE (S/B) @",4797,-73.9798789,40.6451091,69.2603782836912
"56th St",4789,-73.991794,40.628446,69.2026011071838
"E 25th St",4753,-73.953322,40.6407707,68.9420046125727
"73rd St",4739,-73.988358,40.610675,68.8403951179829
"CADMAN PLAZA (E/B) @",4725,-73.9897429,40.7005627,68.7386354243376
"Quentin Rd",4706,-73.9829191,40.6055607,68.60029154457
"WEST END AVE",4699,-73.9869457,40.7764553,68.5492523664555
"53rd St",4664,-74.014313,40.6448151,68.2934843158555
"Sedgwick Ave",4653,-73.8915109,40.8823005,68.2129020054124
"Leonard St",4651,-73.765014,42.637989,68.1982404465101
"Baxter Ave",4642,-73.8825602,40.7477069,68.1322243875833
"39th St",4637,-73.9253854,40.7478616,68.0955211449329
"OCEAN AVE",4623,-73.440903,40.689736,67.9926466612383
"Lefferts Blvd",4621,-73.8196414,40.6745002,67.9779375974294
"Allerton Ave",4613,-73.8673652,40.8654299,67.9190694871477
"NB UNIVERSITY AVE @",4602,-77.5895876,43.1573091,67.8380424245865
"E 37th St",4580,-73.9405502,40.6298539,67.6756972627545
"70th Ave",4574,-73.8257796,40.7286207,67.6313536756437
"E 74th St",4570,-73.9596512,40.7710532,67.6017751246223
"Kingston Ave",4568,-73.9421829,40.6694074,67.5869809948632
"E 89th St",4545,-73.8957114,40.6298424,67.4166151627327
"W 145th St",4536,-73.9438506,40.823648,67.3498329619309
"E 24th St",4530,-73.9499347,40.6121665,67.3052746818554
"W 42nd St",4524,-73.9912834,40.7578624,67.2606868832009
"72nd St",4517,-73.9818557,40.7790162,67.2086303981862
"Beaver St",4479,-73.938484,40.70068,66.9253315270085
"Cortelyou Rd",4478,-73.949859,40.644389,66.9178600972864
"E 94th St",4459,-73.9167886,40.6544494,66.7757440991862
"Putnam Ave",4459,-73.9070521,40.6999609,66.7757440991862
"CONEY ISLAND AVE (S/",4446,-73.9607418,40.5924023,66.6783323126786
