"Location","Freq","lng","lat","radius"
"Hillside Ave",15672,-73.7948017,40.7099913,125.187858836231
"Church Ave",15239,-73.9635215,40.6492649,123.446344619839
"E 12th St",14865,-73.9882889,40.7320224,121.922106281019
"Webster Ave",14792,-73.9008243,40.8478532,121.622366364086
"Avenue U",14667,-73.9298072,40.6051124,121.107390360787
"Pearl St",14573,-73.6415321,43.3123228,120.718681238655
"W 45th St",14418,-73.988494,40.7592052,120.074976577137
"Manhattan Ave",14366,-73.9573209,40.8043633,119.858249611781
"18th Ave",14360,-73.9769395,40.6296217,119.833217431562
"Bedford Ave",14096,-73.9577249,40.7178272,118.726576637247
"E 37th St",13938,-73.9405502,40.6298539,118.059307129934
"E 39th St",13936,-73.941327,40.654681,118.05083650699
"W 47th St",13744,-73.9847647,40.7592666,117.234807118023
"W 48th St",13611,-73.9794547,40.757852,116.666190475219
"Livingston St",13602,-73.650311,42.783233,116.627612510932
"Riverside Dr",13559,-73.9282478,40.8656646,116.443119161245
"W 33rd St",13505,-73.9991284,40.5726989,116.211014968462
"38th St",13157,-73.927441,40.7421227,114.703966801502
"NB GRAND CONCOURSE @",13069,-73.9002519,40.8569323,114.31972708155
"E 86th St",12992,-73.960234,40.781469,113.9824547902
"Lenox Ave",12960,-75.248305,43.105369,113.841995766062
"41st St",12773,-73.9162896,40.7609429,113.017697729161
"W Broadway",12758,-73.9389158,41.0923274,112.951316946727
"W 14th St",12719,-73.9960774,40.7370431,112.778544058699
"E 23rd St",12691,-73.9439695,40.5838183,112.654338576018
"Ocean Pky",12550,-73.9738491,40.6506405,112.02678251204
"Washington St",12518,-79.0532195,43.1235358,111.883868363585
"E 58th St",12510,-73.9212911,40.6389025,111.848111293843
"E 41st St",12484,-73.933522,40.623183,111.731821787707
"82nd St",12420,-73.8877136,40.7665995,111.44505372604
"E 54th St",12347,-73.926326,40.65035,111.11705539655
"W 56th St",12234,-73.9833766,40.7660319,110.607413856396
"W 41st St",12214,-73.9945376,40.7584117,110.516967023168
"89th Ave",12185,-73.7587824,40.7193858,110.385687478042
"W 72nd St",11943,-73.9759585,40.7762171,109.284033600522
"Madison St",11936,-73.90027,40.706357,109.252002269981
"Mott St",11788,-73.9964811,40.7190494,108.57255638512
"New Utrecht Ave",11682,-73.994273,40.642711,108.083301207911
"Bowery",11663,-73.996006,40.7163433,107.995370271137
"4th Ave",11631,-73.9885174,40.7371225,107.847114008674
"39th Ave",11623,-73.9329357,40.7526866,107.810018087374
"Eastern Pky",11206,-73.9387715,40.6692306,105.858395982558
"W 36th St",11202,-74.0014288,40.5731491,105.839501132611
"Dekalb Ave",11177,-73.9817598,40.6906042,105.721331811513
"Avenue A",11110,-73.9574947,40.7617403,105.403984744411
"E 10th St",11017,-73.9902382,40.731233,104.961897848696
"Orchard St",10995,-73.441274,40.714787,104.857045542968
"E 18th St",10964,-73.9886291,40.7371699,104.709120901667
"W 28th St",10921,-73.9939096,40.5734658,104.503588455134
"Southern Blvd",10915,-73.7770254,42.6247994,104.474877362934
"W 49th St",10790,-73.9790527,40.7584986,103.874924789383
"Sunnyside Lot",10778,-73.9354153,40.7398242,103.817146945965
"W 27th St",10690,-73.9933895,40.5764243,103.392456204503
"Warren St",10654,-73.760562,42.6436882,103.218215446693
"Front St",10588,-74.0036122,40.7067802,102.898007755252
"W 26th St",10585,-73.9883097,40.7434999,102.883429180797
"Hudson St",10549,-74.0090579,40.7172851,102.708324881676
"W 44th St",10533,-73.9888431,40.758532,102.630404851584
"Bell Blvd",10504,-73.7638406,40.7521662,102.489023802552
"W 125th St",10440,-73.9437782,40.8070562,102.176318195558
"Junction Blvd",10392,-73.8694786,40.7491675,101.941159498997
"Morris Ave",10352,-73.911438,40.8377844,101.744778735815
"Water St",10344,-74.185461,42.94842,101.705457080729
"FLATBUSH AVE (N/B) @",10338,-73.8882034,40.5788801,101.67595585978
"E 59th St",10286,-73.9624293,40.7598198,101.419919148065
"BEACH CHANNEL DR (W/",10268,-73.8748412,40.5697466,101.331140327147
"W 57th St",10211,-73.9757044,40.7636969,101.049492824061
"W 55th St",10089,-73.9838267,40.7654145,100.444014256699
"W 23rd St",10058,-73.9900799,40.5760557,100.289580715047
"Utica Ave",10037,-73.9308408,40.679347,100.184829190851
"Lafayette St",9955,-73.9947115,40.7258521,99.7747463038619
"101st Ave",9911,-73.8057357,40.6957219,99.5540054442813
"E 45th St",9903,-73.935416,40.653505,99.5138181359755
"E 9th St",9814,-73.994297,40.732165,99.065634808444
"Walton Ave",9809,-73.927298,40.8215451,99.040395798886
"College Point Blvd",9746,-73.83714,40.7435166,98.7218314254755
"NB RIVERDALE AVE @ W",9728,-73.8885622,40.6639776,98.6306240475036
"37th St",9679,-73.926474,40.7520713,98.3819089060585
"E 71st St",9590,-73.967534,40.771776,97.9285453787607
"Kissena Blvd",9565,-73.8151332,40.7399594,97.8008179924892
"36th St",9556,-73.928282,40.7520898,97.7547952787995
"HAMILTON AVE (N/B) @",9511,-73.820554,40.935509,97.5243559322491
"Clinton St",9503,-73.7901398,43.0980513,97.4833319085884
"44th St",9491,-73.920203,40.745116,97.4217634822938
"E 19th St",9474,-73.9621358,40.6496994,97.3344748791506
"E 16th St",9391,-73.9878179,40.7352924,96.9071720771997
"Valentine Ave",9299,-73.9010121,40.8483693,96.4313227120732
"31st Ave",9296,-73.9265628,40.7657764,96.4157663455516
"Bleecker St",9289,-74.0044748,40.7337978,96.3794583923359
"Prince St",9262,-73.9977898,40.7241951,96.2392851178769
"Bainbridge Ave",9253,-73.879455,40.874976,96.1925153013476
"E 15th St",9245,-73.9913027,40.735918,96.150923032491
"35th Ave",9237,-73.9245059,40.7562613,96.1093127641645
"Morris Park Ave",9215,-73.872217,40.8416301,95.9947915253739
"164th St",9174,-73.8042699,40.7437756,95.7810002035894
"Grand Ave",9169,-73.8837649,40.7336092,95.7548954362125
"43rd St",9151,-73.9215345,40.7432362,95.6608592894712
"E 32nd St",9097,-73.939683,40.612782,95.3781945729735
"74th St",8997,-73.8872428,40.7291609,94.8525170989152
"E 17th St",8964,-73.9888773,40.7364983,94.678403028357
"33rd St",8947,-73.9887001,40.7485384,94.5885828205498
"University Ave",8919,-77.5685972,43.1509437,94.4404574321832
"McDonald Ave",8910,-73.9798789,40.6451091,94.3927963353136
"Park Pl",8874,-73.9311330784453,41.78139135,94.2019108086455
"Henry St",8856,-73.5781735,40.6538081,94.1063228481487
"EASTERN PKWY (W/B) @",8802,-73.9080245,40.6760766,93.8189746266713
"E 49th St",8768,-73.929362,40.632788,93.637599285757
"NB OCEAN PKWY @ AVE",8758,-73.9649182,40.5948856,93.5841866983947
"W 24th St",8672,-73.9911324,40.5759409,93.1235738145825
"E 26th St",8599,-73.9426626,40.5841214,92.7307931595541
"EB BEACH CHANNEL DR",8598,-73.8748412,40.5697466,92.7254010506291
"Union St",8595,-73.9831945,40.677186,92.7092228421747
"14th Ave",8583,-73.8318475,40.7861405,92.6444817568753
"Ocean Ave",8582,-73.440903,40.689736,92.6390846241477
"45th St",8571,-74.0096111,40.6492944,92.5796953980731
"E 38th St",8548,-73.9298168,40.6106251,92.4553946506098
"E 28th St",8539,-73.9508058,40.6444432,92.4067097130939
"W 31st St",8506,-73.9970329,40.5727886,92.2279784013506
"EB ROCKAWAY BLVD @ 1",8501,-73.7672496,40.6561869,92.200867674876
"West End Ave",8457,-73.9869457,40.7764553,91.96194865269
"Adam Clayton Powell",8421,-73.9474161643606,40.8092175,91.7660067781093
"E 4th St",8396,-73.969094,40.604551,91.6296895116425
"46th St",8384,-73.9140858,40.7566484,91.5641851380768
"E 21st St",8345,-73.960423,40.652556,91.3509715328742
"Nassau St",8336,-74.008418,40.70953,91.3016976841066
"Park Ave South",8313,-73.9885174,40.7371225,91.1756546453054
"162nd St",8310,-73.8048758,40.7538398,91.1592014006266
"E 29th St",8299,-73.9428265,40.599991,91.0988474131259
"Allen St",8296,-73.868376,42.227477,91.0823802938856
"E 7th St",8230,-73.9746306,40.6504505,90.7193474403338
"NB UNIVERSITY AVE @",8229,-77.5895876,43.1573091,90.7138357694128
"43rd Ave",8221,-73.9295048,40.7462043,90.6697303403953
"E 149th St",8182,-73.9232143,40.8175055,90.4544084055609
"3RD AVE",8159,-73.9830681,40.7389372,90.3271830624646
"38th Ave",8054,-73.9357184,40.7557583,89.7440805847383
"34th Ave",8014,-73.9209677,40.7567327,89.5209472693403
"WOODHAVEN BLVD (N/B)",8012,-73.8477924,40.6870427,89.509776002401
"Mercer St",7981,-73.995585,40.7282036,89.3364427319557
"Arthur Ave",7971,-73.887568,40.855556,89.2804569880777
"E 40th St",7959,-73.9373977,40.6322787,89.2132277187638
"E 96th St",7935,-73.9008054,40.6425532,89.0786169627706
"Dean St",7934,-73.8986871,42.8195912,89.0730037665734
"3 AVE",7912,-74.144941,40.600409,88.9494238317483
"NB BAISLEY BLVD @ 15",7868,-73.7777968,40.6795099,88.7017474461467
"Ditmars Blvd",7865,-73.9196722,40.7824664,88.684835231284
"LEXINGTON AVE",7856,-73.9603164,40.7730129,88.6340792246414
"Mulberry St",7820,-73.9972983,40.7193413,88.4307638777366
"E 27th St",7818,-73.9414762,40.583718,88.4194548727824
"Willoughby St",7760,-73.9827457,40.6920573,88.090862182181
"47th St",7751,-73.9153861,40.753907,88.0397637434358
"Pacific St",7711,-73.9083461,40.6753844,87.8122998218359
"Bergen St",7671,-73.9102024,40.6739372,87.58424515859
"MADISON AVE",7630,-73.969627,40.7660335,87.3498712076898
"35th St",7591,-73.930688,40.737875,87.1263450398328
"CONEY ISLAND AVE (S/",7569,-73.9607418,40.5924023,87
"W 52nd St",7526,-73.9764169,40.7598407,86.7525215771853
"Fresh Pond Rd",7523,-73.8959256,40.7062234,86.7352292900641
"42nd St",7479,-73.9223767,40.7437646,86.4812118323974
"Montague St",7464,-73.994301,40.6948001,86.3944442658207
"W 116th St",7442,-73.9528035,40.8033422,86.2670273047588
"NORTHERN BLVD (W/B)",7437,-73.577641,40.827852,86.2380426494015
"E Fordham Rd",7436,-73.8983755,40.8623184,86.2322445492404
"W 16th St",7433,-73.9846296,40.5815396,86.2148479091624
"W 30th St",7405,-73.9959547,40.5728234,86.0523096726636
"Washington Ave",7400,-73.9610206,40.6636159,86.0232526704263
"E 87th St",7394,-73.8972471,40.6290028,85.9883713068226
"E 70th St",7392,-73.90893,40.620062,85.9767410408187
"Emmons Ave",7366,-73.9483933,40.5835902,85.8254041645013
"E 30th St",7343,-73.9762848,40.7416698,85.691306443536
"Ludlow St",7327,-73.9877912,40.7211866,85.5978971704329
"Cross Bay Blvd",7303,-73.8412311,40.6650104,85.4575918219089
"W 25th St",7274,-73.9916599,40.5729955,85.2877482408816
"83rd St",7267,-73.994265,40.604996,85.246700815926
"E Broadway",7264,-73.9901665,40.7141222,85.2291030106501
"85th St",7202,-73.863794,40.703334,84.8645980371085
"Broome St",7201,-73.987879,40.717409,84.8587060943071
"E 3rd St",7177,-73.972337,40.616654,84.717176534632
"71st Ave",7164,-73.8438498,40.7215986,84.6404158779953
"Greenpoint Ave",7108,-73.9402955,40.733293,84.308955633432
"E Gun Hill Rd",7087,-73.840644,40.867554,84.1843215806839
"Crosby St",7079,-73.9956638,40.7254397,84.1367933784025
"NB MCGUINNESS BLVD @",7017,-73.952226,40.7333807,83.7675354776539
"E 11th St",6979,-73.993322,40.733304,83.5404093837228
"E 43rd St",6977,-73.9802731,40.754104,83.5284382710463
"23rd Ave",6974,-73.845193,40.778607,83.5104783844519
"St Johns Pl",6928,-73.9746382,40.6766587,83.2346081867393
"E 52nd St",6926,-73.928827,40.655456,83.2225930862527
"Lafayette Ave",6901,-73.8658951,40.8209913,83.0722577037605
"11th Ave",6890,-74.0085024,40.7443704,83.0060238777885
"E 60th St",6890,-73.9712472,40.764344,83.0060238777885
"34th St",6885,-73.935633,40.7368524,82.975900115636
"E 33rd St",6877,-73.9368975,40.6113788,82.9276793356718
"48th St",6861,-73.915406,40.750111,82.8311535595153
"8TH AVE",6856,-73.9856481,40.7629156,82.8009661779378
"W 50th St",6840,-73.9818069,40.7604917,82.7042925125413
"EB ATLANTIC AVE @ 85",6780,-73.588041,40.64534,82.3407554009556
"St Marks Pl",6765,-73.979975,40.6818357,82.2496200599127
"Richmond Ave",6756,-74.1692361,40.5803063,82.1948903521381
"Avenue M",6747,-73.895765,40.635563,82.1401241781384
"E 61st St",6698,-73.916486,40.616553,81.8413098624405
"E 72nd St",6697,-73.9655484,40.7718323,81.8352002502591
"W 15th St",6673,-73.982754,40.5774579,81.6884324736373
"Franklin Ave",6668,-73.9604998,40.6636524,81.6578226503744
"E 57th St",6656,-73.9196684,40.615023,81.5843122174846
"E 8th St",6634,-73.968735,40.628211,81.4493707771889
"E 55th St",6627,-73.925392,40.650407,81.4063879557372
"90th Ave",6625,-73.743685,40.725469,81.3941029804985
"E 85th St",6625,-73.9594219,40.780221,81.3941029804985
"E 56th St",6583,-73.925152,40.6570876,81.1356888181767
"W 13th St",6582,-73.997341,40.736668,81.1295260678873
"Castle Hill Ave",6576,-73.8524922,40.8378546,81.0925397308532
"E 31st St",6564,-73.947498,40.6405641,81.0185164021164
"Broad St",6533,-76.128108,43.567131,80.8269756949992
"E 91st St",6522,-73.8942816,40.6309228,80.7589004382799
"Penn Plz",6513,-73.8205375,40.8931283,80.7031597894407
"49th St",6498,-73.9836073,40.7605031,80.6101730552664
"NB ROGERS AVE @ MONT",6488,-73.951306,40.639808,80.5481222624091
"E 50th St",6481,-73.9769016,40.7584119,80.5046582503149
"NB BAYCHESTER AVE @",6464,-73.8339809,40.8745463,80.3990049689671
"E 79th St",6455,-73.9634698,40.776882,80.3430146310182
"Merrick Blvd",6446,-73.7307297,40.6739238,80.2869852466762
"150th St",6350,-73.808046,40.709357,79.6868872525461
"5TH AVE",6349,-73.9342729,40.8174708,79.6806124474455
"CADMAN PLAZA (E/B) @",6326,-73.9897429,40.7005627,79.5361553005927
"ASTORIA BLVD (W/B) @",6319,-73.8586464,40.7597542,79.4921379760288
"E 95th St",6307,-73.918147,40.656766,79.4166229450737
"W 51st St",6304,-73.9828071,40.7617189,79.3977329651168
"Franklin St",6281,-74.0069428,40.7191096,79.2527602042982
"29th St",6275,-73.9384212,40.7442251,79.2148975887743
"Liberty St",6267,-77.9364931,43.218139,79.1643859320591
"Graham Ave",6260,-73.9443875,40.7145231,79.1201617794099
"W 21st St",6244,-73.9873319,40.5730207,79.0189850605536
"E 116th St",6240,-73.9320997,40.7947554,78.993670632526
"Sherman Ave",6234,-79.0399537,43.1337043,78.9556837726075
"76th St",6225,-73.8733564,40.704558,78.8986691902975
"80th St",6216,-73.8589845,40.6793809,78.8416133777081
"EB E GUN HILL RD @ B",6200,-73.840644,40.867554,78.7400787401181
"President St",6199,-73.9506525,40.6680739,78.7337284776988
"E 92nd St",6183,-73.902347,40.639143,78.6320545324869
"NB EASTERN PKWY @ HE",6181,-73.9657895,40.6724935,78.6193360440038
"Fort Washington Ave",6177,-73.9389728,40.849252,78.5938928925142
"161st St",6153,-73.7800746,40.6762357,78.4410606761535
"Sutphin Blvd",6128,-73.8100753,40.7055897,78.2815431631237
"E 22nd St",6126,-73.954885,40.628336,78.268767717398
"William St",6123,-79.0350352,43.1489153,78.2496006379585
"50th St",6115,-73.9838968,40.7616618,78.1984654580894
"Smith St",6100,-73.5782861,40.65325,78.1024967590665
"E 2nd St",6076,-73.9880826,40.7239896,77.9487010796203
"9th St",6065,-73.9887362,40.6703423,77.8781098897501
"108th St",6056,-73.847895,40.729619,77.8203058333749
"NB SPRINGFIELD BLVD",5994,-73.7405976,40.7033175,77.4209274033836
"32nd St",5975,-74.0021376,40.6565971,77.2981241687015
"Parsons Blvd",5941,-73.8037847,40.7073827,77.0778826901725
"E 53rd St",5938,-73.924469,40.623743,77.0584193972339
"NB BEDFORD PARK BLVD",5938,-73.884239,40.868006,77.0584193972339
"E 88th St",5935,-73.9161078,40.647061,77.0389511870456
"W 34th St",5912,-73.9984594,40.7542954,76.8895311469643
"E 65th St",5908,-73.9687943,40.7673977,76.8635154023025
"36th Ave",5905,-73.9298155,40.7565586,76.8439978137525
"E 69th St",5884,-73.905269,40.615633,76.7072356430604
"W 42nd St",5882,-73.9912834,40.7578624,76.694197955256
"Crescent St",5867,-73.9155654,40.7778585,76.5963445602987
"78th St",5865,-73.8552261,40.6621024,76.5832879941832
"79th St",5840,-73.9802682,40.783793,76.4198926981712
"Sedgwick Ave",5840,-73.8915109,40.8823005,76.4198926981712
"Spring St",5834,-74.0040023,40.7256722,76.3806258157132
"E 80th St",5807,-73.9567991,40.7749613,76.2036744520892
"PARK AVE",5802,-73.9805026,40.7484151,76.1708605701682
"Joralemon St",5794,-73.9908942,40.6925199,76.1183289359403
"160th St",5785,-73.8024569,40.7864871,76.0591874792257
"Ft Washington Ave",5783,-73.9389728,40.849252,76.0460386871006
"Sterling Pl",5779,-73.930868,40.671474,76.0197342799881
"St Marks Ave",5773,-73.9373917,40.6745355,75.9802605944465
"Murray St",5768,-73.6517497,43.3047125,75.9473501841901
"Sanford Ave",5767,-73.8307631,40.7557475,75.9407663906548
"Putnam Ave",5733,-73.9070521,40.6999609,75.7165767847438
"Elizabeth St",5728,-73.444232,40.734141,75.683551713698
"W 54th St",5727,-73.9815692,40.7636543,75.6769449700502
"81st St",5678,-73.8890927,40.7709138,75.352504935138
"Willoughby Ave",5661,-73.926083,40.70091,75.2396172239067
"W 181st St",5632,-73.9338625,40.8493763,75.0466521571749
"E 188th St",5620,-73.8909939,40.8585973,74.9666592559653
"W 22nd St",5620,-73.9895484,40.5790874,74.9666592559653
"Pine St",5613,-76.122467,43.569295,74.9199572877614
"E 187th St",5607,-73.883628,40.853909,74.8799038460921
"Vanderbilt Ave",5599,-73.977432,40.753717,74.8264659061217
"W 32nd St",5557,-73.9980238,40.5725012,74.5452882481515
"12th Ave",5555,-73.9957466,40.7679988,74.5318723768563
"Thompson St",5549,-73.715638,42.778428,74.4916102658548
"Linden Blvd",5542,-73.8623198,40.6694617,74.444610281739
"Avenue P",5523,-73.9884142,40.6071243,74.3168890629849
"W 8th St",5517,-73.997987,40.732946,74.2765104188397
"E 84th St",5511,-73.9598864,40.7795911,74.2361098118699
"W 17th St",5510,-73.9845266,40.5753405,74.2293742395825
"OCEAN AVE",5505,-73.440903,40.689736,74.1956872061982
"30th St",5492,-73.9380097,40.7414579,74.1080292545956
"90th St",5479,-74.032195,40.620688,74.0202674947882
"23rd St",5476,-73.9893664,40.7414825,74
"GRAND CONCOURSE (S/B",5464,-73.9002519,40.8569323,73.9188744503053
"E 98th St",5451,-73.9241763,40.6661113,73.8308878451289
"E 48th St",5450,-73.9307864,40.6372434,73.824115301167
"148th St",5448,-73.8034503,40.6968321,73.8105683489837
"Union Tpke",5414,-73.8072051,40.7204611,73.5798885565886
"165th St",5382,-73.8003031,40.7128786,73.3621155638249
"Maiden Ln",5376,-73.710958,42.783195,73.3212111192934
"Creston Ave",5368,-73.9070204,40.8503682,73.2666363360568
"E 46th St",5350,-73.9330221,40.6399119,73.143694191639
"E 73rd St",5350,-73.9601116,40.7704223,73.143694191639
"W 124th St",5341,-73.9488961,40.8083265,73.0821455623739
"87th St",5332,-74.0287791,40.622118,73.0205450541147
"E 35th St",5331,-73.9423398,40.628347,73.0136973450872
"Avenue J",5330,-73.9608191,40.6251006,73.0068489937759
"84th St",5328,-73.852851,40.677564,72.9931503635786
"Canal St",5327,-74.0067677,40.7228854,72.9863000843309
"E 44th St",5303,-73.9784549,40.7541522,72.82170006255
"Williamsbridge Rd",5301,-73.8440591,40.8422531,72.8079665970696
"E 82nd St",5289,-73.9167843,40.6409589,72.7255113423068
"Leonard St",5276,-73.765014,42.637989,72.6360791893395
"E 75th St",5268,-73.9640105,40.7737351,72.5809892464962
"EB NORTHERN BLVD @ 1",5262,-73.9107765,40.7530135,72.5396443332885
"Decatur Ave",5260,-73.9344291,40.5798308,72.525857457875
"John St",5248,-75.225461,43.103071,72.4430811050993
"E 76th St",5245,-73.9587132,40.7723386,72.4223722339996
"E 93rd St",5215,-73.896478,40.635106,72.2149568995232
"61st St",5210,-73.904563,40.7226,72.1803297304744
"Remsen St",5197,-73.9946181,40.6941219,72.0902212508742
"E 167th St",5186,-73.9174338,40.8343229,72.0138875495553
"103rd St",5181,-73.9614554,40.7961299,71.9791636517124
"Carroll St",5169,-79.0559111,43.1250706,71.8957578720748
"Prospect Pl",5164,-73.925161,40.672954,71.8609768928867
"45th Ave",5158,-73.819778,40.752937,71.8192174839019
"Forest Ave",5130,-73.903074,40.7043972,71.6240183178799
"NB SOUTHERN BLVD @ E",5122,-73.7770254,42.6247994,71.5681493403316
"Essex St",5120,-73.883031,40.681085,71.5541752799933
"40th Rd",5117,-73.9360994,40.7517089,71.5332090710322
"77th St",5113,-74.0255506,40.6295562,71.505244562899
"20th Ave",5096,-73.9762613,40.6259884,71.386273190299
"E 6th St",5086,-73.9638608,40.5869244,71.3161973187017
"W 29th St",5081,-73.99545,40.575808,71.2811335487869
"Allerton Ave",5042,-73.8673652,40.8654299,71.0070419043069
"8 AVE",5022,-73.9740795580111,40.5878783867403,70.8660708661063
"E Kingsbridge Rd",5009,-73.8938481,40.8656357,70.774289116882
"E 78th St",4987,-73.9492791,40.7700109,70.6186944087754
"E 74th St",4945,-73.9596512,40.7710532,70.3206939669967
"NB NOSTRAND AVE @ SH",4935,-73.948964,40.645131,70.2495551587339
"Avenue N",4931,-73.9741713,40.6150185,70.221079456243
"Chrystie St",4931,-73.9916811,40.7223545,70.221079456243
"E 34th St",4929,-73.936171,40.6118298,70.2068372738724
"E 47th St",4919,-73.9737345,40.7546125,70.1355829803959
"E 77th St",4918,-73.9582529,40.7729692,70.128453569147
"153rd St",4917,-73.8043289,40.7068597,70.1213234330328
"Unionport Rd",4914,-73.868235,40.850913,70.0999286732875
"64th St",4906,-74.0226858,40.6396922,70.0428440313498
"Rivington St",4906,-73.9906322,40.7207678,70.0428440313498
"40th St",4895,-73.9246619,40.7418026,69.9642765988472
"Baxter Ave",4882,-73.8825602,40.7477069,69.8713102782537
"47th Ave",4850,-73.9158599,40.7408224,69.6419413859206
"56th St",4848,-73.991794,40.628446,69.6275807421168
"PENNSYLVANIA AVE (S/",4834,-73.894767,40.6646501,69.5269731830748
"51st St",4826,-73.9719085,40.7571079,69.4694177318336
"70th Ave",4820,-73.8257796,40.7286207,69.4262198308391
"Quentin Rd",4795,-73.9829191,40.6055607,69.2459385090563
"Prospect Ave",4749,-73.9927702,40.6655186,68.9129886160802
"Halsey St",4748,-73.9050185,40.69607,68.9057327078089
"Flushing Ave",4732,-73.950091,40.699791,68.7895340876794
"W 4th St",4731,-74.0006446,40.7315541,68.7822651560706
"Brighton Beach Ave",4730,-73.9548182,40.5773675,68.7749954561976
"Davidson Ave",4711,-73.914579,40.846156,68.6367248635889
"Wythe Ave",4679,-73.9671172,40.7089833,68.4032162986507
"Delancey St",4676,-73.9938678,40.720197,68.381283989115
"State St",4653,-73.988722,40.689246,68.2129020054124
"CONEY ISLAND AVE",4652,-73.960789,40.593014,68.2055716199197
"73rd St",4649,-73.988358,40.610675,68.1835757349231
"Audubon Ave",4639,-73.9395951,40.8387939,68.1102048154313
"Walker St",4633,-74.0025285,40.7186389,68.0661443009665
"Barclay St",4620,-74.0115902,40.7136021,67.9705818718657
"Rockaway Blvd",4620,-73.8002765,40.6742698,67.9705818718657
"Dyckman St",4612,-73.9233136,40.8593649,67.9117073853986
